SA2,SA2 NAME,Earners,Median_age_of_earners,Total_income_all_persons,Median_income,Mean_income,P80_over_P20,P80_over_P50,P20_over_P50,P10_over_P50,Gini,Top_1pc,Top_5pc,Top_10pc,Prop_Quartile1,Prop_Quartile2,Prop_Quartile3,Prop_Quartile4
121031407,Gordon - Killara,13532,48,1409980425,54843,104196,8.31,2.5,0.3,0.13,0.624,15.7,35.2,47.9,26.1,19,16.9,37.9
121031408,Lindfield - Roseville,14575,47,1673360922,60723,114810,8.19,2.54,0.31,0.14,0.613,14,34,47.1,23.6,18.4,16.6,41.4
121031409,Pymble,10463,47,1097646210,60263,104907,8.04,2.45,0.3,0.12,0.59,13.2,31,43.6,24.1,18,16.1,41.7
121031410,St Ives,13057,49,1216166806,54318,93143,7.88,2.46,0.31,0.13,0.581,12.7,29.7,42.5,25.8,19.8,16.9,37.6
121031411,Turramurra,12241,49,1136087220,54672,92810,7.87,2.5,0.32,0.14,0.575,12,29.1,41.5,25.6,19.4,16.8,38.2
121031412,Wahroonga (East) - Warrawee,11523,48,1265991387,59998,109866,7.96,2.44,0.31,0.13,0.608,14.6,34.1,46.7,23.8,18.6,16.8,40.9
121041413,Cremorne - Cammeray,13079,42,1465546735,71016,112053,5.91,2.07,0.35,0.18,0.557,14.6,31.2,42.7,18.5,16.5,19.4,45.6
121041414,Crows Nest - Waverton,12927,38,1190868740,69923,92123,4.61,1.83,0.4,0.19,0.481,10.4,24.2,35,16.8,16.6,22.4,44.1
121041415,Mosman,19631,47,3049288565,71177,155330,7.52,2.5,0.33,0.15,0.658,20,41.5,54.2,19.4,16.6,17.5,46.5
121041416,Neutral Bay - Kirribilli,12701,39,1300741862,69417,102413,4.96,1.93,0.39,0.19,0.54,13.7,29.8,41,17.2,16.9,22.2,43.8
121041417,North Sydney - Lavender Bay,8022,39,912923008,71668,113802,5.68,2,0.35,0.17,0.57,17.6,33.7,44.4,18.3,16.2,19.4,46
122011418,Balgowlah - Clontarf - Seaforth,13030,46,1548749730,63192,118860,7.65,2.53,0.33,0.16,0.608,15.5,34.2,47,21.4,18.6,17.8,42.2
122011419,Manly - Fairlight,16541,38,1655835088,61658,100105,6.31,2.12,0.34,0.17,0.569,16,31.9,43.3,21.5,18.4,19.8,40.4
122021420,Avalon - Palm Beach,8792,51,760652817,47971,86516,6.35,2.31,0.36,0.17,0.6,15.8,34.3,46.5,26,23.2,19.2,31.7
122021421,Bayview - Elanora Heights,7172,50,630012408,49645,87843,6.32,2.3,0.36,0.15,0.592,16.5,33.4,45.4,24.9,22.6,19.5,33
122021422,Newport - Bilgola,9081,48,773588106,51543,85188,5.81,2.14,0.37,0.17,0.572,15.6,31.8,43.7,24.2,22.3,20.7,32.8
122021423,Warriewood - Mona Vale,15595,45,1085110011,50548,69581,4.99,1.97,0.39,0.19,0.493,9,23.4,35.3,22.7,24.2,22.8,30.3
122031424,Beacon Hill - Narraweena,8401,45,521710500,46442,62101,4.77,1.96,0.41,0.19,0.475,7.4,21.3,33.2,24,26.4,23.6,26
122031425,Cromer,4729,45,305203721,48709,64539,5.11,1.97,0.39,0.19,0.474,7.5,21.3,33,24,24.1,24.1,27.8
122031426,Dee Why - North Curl Curl,16560,39,1125995473,51076,67995,4.19,1.81,0.43,0.23,0.477,10.7,24.5,35.3,20.5,25.1,27.4,27
122031427,Forestville - Killarney Heights,7573,47,617278979,51711,81510,7.19,2.33,0.32,0.14,0.558,11.6,27.2,39.8,26.2,20.6,18.3,35
122031428,Frenchs Forest - Belrose,15644,47,1169608512,50761,74764,6.5,2.18,0.34,0.14,0.526,9.3,24.4,36.8,25.9,21.3,19.7,33.2
122031429,Freshwater - Brookvale,14006,40,1192287241,58561,85127,4.63,1.93,0.42,0.22,0.512,12.7,27.6,38.8,18.6,21.2,25.2,35.1
122031430,Manly Vale - Allambie Heights,10225,43,774280837,53046,75724,5.43,2.1,0.39,0.19,0.498,7.9,22.8,35.1,22,22.3,22.2,33.5
122031431,Narrabeen - Collaroy,15761,44,1189269286,52322,75456,5.03,1.93,0.38,0.18,0.522,12.8,27.4,38.8,22.6,22.6,24.1,30.7
122031432,Terrey Hills - Duffys Forest,2404,48,238085900,53481,99037,6.13,2.2,0.36,0.16,0.63,25.7,40.8,51,23.5,21.2,21.9,33.3
123011433,Camden - Ellis Lane,7544,43,477337978,52309,63274,4.53,1.83,0.4,0.18,0.437,6.4,18.2,28.9,21.3,23.6,24.6,30.5
123011434,Elderslie - Harrington Park,11217,41,729295352,54903,65017,4.13,1.76,0.43,0.22,0.417,6.1,17.6,28.2,19.3,23,26.5,31.2
123011435,Mount Annan - Currans Hill,15987,39,985641762,55784,61653,3.45,1.63,0.47,0.26,0.37,4.7,14.8,24.6,17,23.3,30.7,28.9
123021436,Bradbury - Wedderburn,8939,39,450225808,46534,50366,3.72,1.63,0.44,0.21,0.375,3.9,13.9,24,22.5,27.8,31.4,18.3
123021437,Campbelltown - Woodbine,8689,40,464701467,47794,53482,3.88,1.66,0.43,0.21,0.393,5.1,15.9,26.1,22.2,26.6,30.8,20.3
123021438,Claymore - Eagle Vale - Raby,10807,40,571064355,48683,52842,3.33,1.59,0.48,0.26,0.36,4.2,14.1,23.9,19.3,28.1,33.4,19.2
123021439,Holsworthy Military Area,,,,,,,,,,,,,,,,,
123021440,Ingleburn - Denham Court,10291,41,569454393,48035,55335,3.96,1.67,0.42,0.2,0.412,6.8,17.9,28,22.2,26.4,29.9,21.5
123021441,Leumeah - Minto Heights,8886,41,467827809,47961,52648,3.69,1.62,0.44,0.21,0.385,5.1,15.6,25.6,21.5,27.1,32,19.4
123021442,Macquarie Fields - Glenfield,11372,40,568561818,46145,49997,3.78,1.62,0.43,0.21,0.381,4,14.4,24.6,23.3,27.6,31.6,17.5
123021443,Minto - St Andrews,10135,40,508167025,46667,50140,3.62,1.58,0.44,0.23,0.371,4.1,14.2,24.2,22.5,27.7,32.7,17.1
123021444,Rosemeadow - Glen Alpine,10758,41,586053310,47557,54476,3.77,1.68,0.45,0.23,0.397,5.1,16.5,26.7,21.4,27.6,30.2,20.9
123031445,Bargo,3151,42,174407676,47811,55350,4.18,1.78,0.43,0.23,0.408,4.9,15.8,26.4,22.6,26.5,26.3,24.5
123031446,Douglas Park - Appin,5230,43,337722578,53629,64574,4.47,1.78,0.4,0.2,0.438,7,18.9,29.5,21.1,23,25.6,30.3
123031447,Picton - Tahmoor - Buxton,8971,43,522740528,49070,58270,4.18,1.78,0.43,0.21,0.42,5.7,17.3,28,21.6,26,26.9,25.5
123031448,The Oaks - Oakdale,5288,43,319816702,48925,60480,4.57,1.84,0.4,0.17,0.458,7.3,19.6,30.6,22.8,25.2,24.9,27.2
124011449,Blackheath - Megalong Valley,3024,50,150209576,39202,49672,5.69,1.99,0.35,0.13,0.469,5.9,19,30.6,30.5,27.8,21.6,20.1
124011450,Blaxland - Warrimoo - Lapstone,11504,45,749334176,52702,65137,5.31,1.88,0.35,0.15,0.457,6.8,19.3,30.2,23.9,21.3,22.3,32.5
124011451,Blue Mountains - North,,,,,,,,,,,,,,,,,
124011452,Katoomba - Leura,7082,49,346983868,37965,48995,5.86,2.01,0.34,0.15,0.482,7,20.3,32,32.3,26.9,21.7,19.1
124011453,Lawson - Hazelbrook - Linden,6364,46,348257287,46669,54723,4.89,1.85,0.38,0.15,0.431,5.5,16.6,27.3,25.4,24.7,25,24.8
124011454,Springwood - Winmalee,12871,46,768053966,49953,59673,5.01,1.86,0.37,0.16,0.437,5.5,17.2,28,24.1,23.1,24.1,28.7
124011455,Wentworth Falls,3337,51,185230626,42963,55508,6.35,2.07,0.33,0.13,0.482,6.7,19.6,31.1,29.7,23.4,21.5,25.4
124021456,Blue Mountains - South,,,,,,,,,,,,,,,,,
124031457,Cambridge Park,8801,40,471446675,49719,53567,3.43,1.6,0.47,0.23,0.362,4,13.7,23.4,19.4,26.7,32.8,21.1
124031458,Castlereagh - Cranebrook,12447,38,736113062,53043,59140,3.49,1.62,0.46,0.24,0.383,5.6,16,25.9,18.1,25.1,31.8,25
124031459,Emu Plains - Leonay,8126,42,494930311,53366,60907,4.4,1.73,0.39,0.18,0.418,5.4,16.9,27.4,21.6,22.2,27.3,28.9
124031460,Glenmore Park - Regentville,12506,40,794487254,56033,63528,3.71,1.66,0.45,0.25,0.39,5.3,15.9,26,17.7,23.4,28.1,30.8
124031461,Jamisontown - South Penrith,9483,40,521442649,50659,54987,3.82,1.63,0.43,0.21,0.383,4.7,14.7,24.7,20.8,24.6,31.6,22.9
124031462,Kingswood - Werrington,9586,38,508687135,48669,53066,3.76,1.63,0.43,0.21,0.38,4.7,14.7,24.7,21.5,26.3,31.6,20.7
124031463,Mulgoa - Luddenham - Orchard Hills,5557,41,387727069,55083,69773,4.06,1.75,0.43,0.23,0.456,9.8,22.5,33,19.1,23.5,25.9,31.5
124031464,Penrith,6474,39,341467032,47708,52744,3.95,1.64,0.42,0.2,0.396,5.1,15.8,26,22.8,26.2,30.8,20.3
124031465,Warragamba - Silverdale,3091,42,178052861,50100,57604,3.62,1.7,0.47,0.24,0.391,5.2,15.9,26,18.8,27.2,29.3,24.7
124041466,Richmond - Clarendon,7421,43,399850853,46052,53881,4.12,1.74,0.42,0.19,0.418,6.9,17.7,27.7,23.2,27.7,27.7,21.4
124041467,Windsor - Bligh Park,8494,40,481326177,49265,56667,3.64,1.68,0.46,0.26,0.393,6.3,16.8,26.7,19.8,27.7,29.4,23.1
124041468,Yarramundi - Londonderry,3774,43,211752575,46692,56108,4.16,1.83,0.44,0.24,0.424,5.9,17.7,28.4,22.2,28,26,23.8
124051469,Erskine Park,4139,41,238069671,51802,57519,3.5,1.67,0.48,0.26,0.375,4.5,14.9,24.9,18.2,26.3,31.3,24.3
124051470,St Clair,11809,40,650693773,51261,55102,3.3,1.58,0.48,0.25,0.358,4,13.9,23.6,18.4,26,34,21.6
124051580,Colyton - Oxley Park,5754,40,285364432,46724,49594,3.57,1.58,0.44,0.22,0.361,3.7,13.3,23.2,21.8,28.4,33.6,16.2
124051581,St Marys - North St Marys,7292,39,348971915,45361,47857,3.43,1.55,0.45,0.22,0.362,4,13.7,23.5,22.2,29.8,33.4,14.6
125011473,Homebush Bay - Silverwater,8845,36,580100484,56312,65585,4.5,1.76,0.39,0.2,0.424,5.3,17,27.8,20.4,21,26.2,32.4
125011475,Rookwood Cemetery,,,,,,,,,,,,,,,,,
125011582,Auburn - Central,7585,33,285569399,30683,37649,4.38,1.88,0.43,0.21,0.43,5.4,17.2,28.3,36.7,33.4,20.7,9.2
125011583,Auburn - North,5453,32,195644786,30931,35878,4.11,1.77,0.43,0.21,0.406,4.4,15.6,26.2,36.4,34.8,22.1,6.6
125011584,Auburn - South,3707,38,155794324,35500,42027,4.42,1.84,0.42,0.19,0.425,4.8,16.3,27.3,32.2,31.8,22.8,13.2
125011585,Berala,4482,39,192632771,36622,42979,4.43,1.84,0.41,0.19,0.418,4.3,15.7,26.6,31.5,30.2,25,13.4
125011586,Lidcombe,11248,36,520326372,37656,46259,4.85,1.89,0.39,0.18,0.449,5.6,18.1,29.6,31.8,28.6,23.5,16
125011587,Regents Park,2442,40,112677049,39931,46141,4.28,1.78,0.42,0.17,0.421,4.9,16.4,27.2,29,29.3,25.8,15.9
125021476,Carlingford,15804,46,935236547,44262,59177,6.05,2.09,0.34,0.13,0.489,6.9,20.4,32.4,28.4,23.8,21.2,26.6
125021477,Ermington - Rydalmere,11300,41,634574858,47634,56157,4.54,1.8,0.4,0.19,0.43,5.2,17.2,28.2,24.6,24.6,26.6,24.2
125021478,Oatlands - Dundas Valley,9456,42,550451491,45233,58212,5.19,1.96,0.38,0.16,0.47,6.4,19.8,31.5,26.9,24.5,23,25.6
125031479,Chester Hill - Sefton,7870,42,368203765,40574,46786,4.28,1.74,0.41,0.19,0.417,5,16.3,27.2,28.1,29.3,26.8,15.8
125031480,Fairfield - East,5860,39,250747280,38240,42790,4.32,1.71,0.4,0.21,0.406,4.9,15.7,26.3,30.2,31.5,26.2,12.1
125031481,Granville - Clyde,9852,36,438694594,38842,44528,4.17,1.75,0.42,0.2,0.415,5,16.3,27,29.5,30.2,26.5,13.9
125031482,Greystanes - Pemulwuy,14261,41,822761967,50280,57693,4.23,1.73,0.41,0.19,0.412,5.3,16.5,27.1,22,24.3,28.8,24.9
125031483,Guildford - South Granville,7734,36,334202845,37265,43212,4.27,1.78,0.42,0.21,0.415,5.1,16.2,27,31,30.8,25.3,12.8
125031484,Guildford West - Merrylands West,9262,38,443068425,42581,47837,3.97,1.71,0.43,0.21,0.398,4.6,15.4,25.8,25.9,29.4,28.2,16.4
125031485,Merrylands - Holroyd,13364,37,657454778,43083,49196,4.12,1.71,0.41,0.2,0.414,5.2,16.6,27.2,26.2,28.4,28,17.4
125031486,Smithfield Industrial,59,44,4453724,57326,75487,,,,,,,,,13.6,28.8,22,35.6
125031487,Yennora Industrial,25,44,991694,35000,39668,,,,,,,,,,,,
125041489,North Parramatta,11595,36,657263481,50053,56685,4.25,1.7,0.4,0.2,0.412,5.8,16.6,27,22.7,24,29,24.2
125041490,North Rocks,4699,46,296042021,49540,63001,5.86,1.96,0.34,0.13,0.483,7.1,20.2,31.9,26.1,22,21.8,30.1
125041491,Northmead,11337,36,679917003,53421,59973,4.42,1.73,0.39,0.18,0.406,4.5,15.4,25.9,21.6,22.3,27.3,28.9
125041492,Parramatta - Rosehill,16528,32,840785304,45022,50870,4.26,1.71,0.4,0.2,0.409,5.6,16.2,26.7,25.4,26.7,28.6,19.3
125041493,Toongabbie - Constitution Hill,12127,42,673033197,48768,55499,4.78,1.75,0.37,0.15,0.424,5.1,16.4,27.1,24.8,23.4,27.4,24.5
125041494,Winston Hills,6331,44,393946415,53011,62225,5.04,1.8,0.36,0.14,0.436,5.7,17.1,28,23.8,20.6,25.1,30.5
125041588,Pendle Hill - Girraween,6389,38,342942509,47891,53677,4.19,1.68,0.4,0.19,0.408,5.3,16.2,26.6,23.9,24.9,29.8,21.5
125041589,Wentworthville - Westmead,8366,37,460202218,47543,55009,4.36,1.78,0.41,0.19,0.415,4.9,16.1,26.9,23.6,25.5,27.2,23.7
126011495,Epping - North Epping,16579,44,1100099043,48326,66355,6.72,2.11,0.31,0.12,0.509,7.9,21.9,34,28,21,20,31
126011496,Pennant Hills - Cheltenham,12934,47,1039087236,54941,80338,6.62,2.14,0.32,0.13,0.528,10,25.1,37.2,25.1,19.2,19.6,36.1
126021497,Eastwood - Denistone,15062,43,900560398,43900,59790,6.2,2.09,0.34,0.14,0.504,8.1,22,33.9,29.8,22.6,21.4,26.2
126021498,Gladesville - Huntleys Point,8789,44,746690899,58409,84957,5.64,2.01,0.36,0.17,0.53,11,26.6,38.7,21.4,19.6,21.7,37.2
126021499,Hunters Hill - Woolwich,6084,48,893687992,69385,146892,7.97,2.48,0.31,0.14,0.66,20.6,41.6,53.7,20.7,17.3,16.5,45.4
126021500,Macquarie Park - Marsfield,11672,37,677547680,49507,58049,5.61,1.85,0.33,0.13,0.45,5.3,17.3,28.5,26.7,20.9,24.9,27.4
126021501,North Ryde - East Ryde,7421,44,504322413,50953,67959,5.96,2.03,0.34,0.14,0.487,6.8,20.8,32.8,25.4,21.3,21.7,31.7
126021503,West Ryde - Meadowbank,11567,37,687648408,50035,59449,4.69,1.8,0.38,0.17,0.441,6.2,18.2,29.1,24,23,26.3,26.6
126021590,Putney,2663,47,228180040,55111,85685,6.17,2.22,0.36,0.17,0.542,10.5,27.1,39.2,22.7,20.8,20,36.5
126021591,Ryde,14755,41,915193336,49745,62026,4.73,1.86,0.39,0.18,0.454,6.6,19.4,30.8,23.5,23.9,25,27.6
127011504,Ashcroft - Busby - Miller,5645,37,239447957,39804,42418,3.78,1.61,0.42,0.23,0.377,3.8,14,24.1,28.3,32.3,28.8,10.6
127011505,Austral - Greendale,4898,43,262134830,43499,53519,3.93,1.81,0.46,0.23,0.428,6.8,18.8,29.3,22.9,30.8,25.9,20.4
127011506,Cobbitty - Leppington,7688,39,464813990,52101,60460,3.88,1.68,0.43,0.23,0.41,6.4,17.7,27.9,20,24,29.6,26.3
127011592,Badgerys Creek,71,41,3518005,46021,49549,,,,,,,,,21.6,28.4,36.5,13.5
127011593,Cecil Hills,3885,42,229145607,49992,58982,3.92,1.72,0.44,0.24,0.413,6.2,17.9,28.3,20.6,26.3,28,25.1
127011594,Green Valley,6192,40,307413743,44997,49647,3.65,1.62,0.44,0.23,0.383,4.5,15.3,25.6,23,29.4,30.8,16.7
127011595,Hinchinbrook,5878,40,308389330,47263,52465,3.65,1.64,0.45,0.25,0.377,4.4,14.9,25,21.4,28,31.3,19.3
127011596,Hoxton Park - Carnes Hill - Horningsea Park,5522,39,303262651,50130,54919,3.43,1.63,0.47,0.27,0.363,4.1,14.2,24.1,18.7,27.3,32.1,21.8
127011597,West Hoxton - Middleton Grange,7626,38,445087233,52146,58364,3.58,1.65,0.46,0.26,0.374,4.6,15,24.9,18.4,25.5,30.7,25.4
127021509,Bonnyrigg Heights - Bonnyrigg,7441,40,361237014,43245,48547,3.8,1.67,0.44,0.22,0.393,4.8,15.8,26,24.7,30,29.4,15.8
127021510,Bossley Park - Abbotsbury,9832,42,530455880,46473,53952,3.94,1.71,0.43,0.21,0.41,5.7,17,27.5,22.8,27.6,28.8,20.8
127021511,Cabramatta - Lansvale,10127,41,426504249,36969,42116,4.46,1.7,0.38,0.19,0.421,5,16.8,27.7,32.1,31.2,25.1,11.6
127021512,Cabramatta West - Mount Pritchard,7163,40,328704507,41018,45889,3.92,1.67,0.43,0.22,0.4,5.4,16.2,26.4,27.5,30.2,28.4,13.9
127021513,Canley Vale - Canley Heights,8924,40,392064711,39741,43934,4.17,1.67,0.4,0.21,0.404,4.9,16,26.4,29.2,30.8,27.8,12.2
127021514,Edensor Park,4949,41,251028896,44267,50723,3.84,1.69,0.44,0.22,0.402,5.7,16.8,27,24.2,28.7,29.5,17.6
127021515,Fairfield,6282,39,273914385,39685,43603,4.35,1.68,0.39,0.2,0.4,4.3,15.1,25.6,29.4,30.2,28,12.3
127021516,Fairfield - West,7660,40,342955318,39701,44772,4.29,1.73,0.4,0.19,0.408,4.8,15.6,26.2,28.6,30.3,27.3,13.8
127021517,Greenfield Park - Prairiewood,3785,41,193326417,45071,51077,4.01,1.68,0.42,0.19,0.406,4.8,16.1,26.6,24.8,27.3,29.2,18.7
127021518,Horsley Park - Kemps Creek,2678,44,173525889,48258,64797,4.42,1.86,0.42,0.25,0.479,9,23,34.5,22.7,26.2,24.5,26.6
127021519,Smithfield - Wetherill Park,8185,41,402720700,43457,49202,3.94,1.69,0.43,0.21,0.398,5,15.8,26.1,24.9,29.4,28.7,17
127021520,St Johns Park - Wakeley,5303,42,258072259,43397,48665,4.04,1.67,0.41,0.19,0.407,4.9,16.1,26.7,26.1,28.6,29.1,16.2
127021521,Wetherill Park Industrial,110,46,6958289,46348,63257,3.99,2.03,0.51,0.24,0.449,,19.2,32.2,17.4,33,23.9,25.7
127031522,Casula,7722,41,422050847,47580,54656,3.89,1.68,0.43,0.23,0.405,6.3,17.1,27.3,22.1,26.9,30.1,20.8
127031523,Chipping Norton - Moorebank,10295,41,594974651,50891,57793,4.18,1.7,0.41,0.2,0.411,5.3,16.6,27.1,21.9,23.9,29.4,24.8
127031524,Holsworthy - Wattle Grove,11687,40,734981899,57000,62889,3.64,1.6,0.44,0.23,0.387,5.2,15.8,25.8,18.1,21.9,30.4,29.6
127031598,Liverpool,10266,38,481747707,42303,46927,3.78,1.66,0.44,0.22,0.389,5,15.4,25.6,25.5,30.7,29.2,14.6
127031599,Lurnea - Cartwright,4139,39,184371491,40864,44545,3.9,1.66,0.43,0.2,0.389,4.2,14.5,24.8,27.3,30.6,29.2,12.9
127031600,Prestons - Edmondson Park,8780,40,497011509,51121,56607,3.67,1.64,0.45,0.23,0.383,4.7,15.2,25.3,19.8,25.2,31.4,23.7
127031601,Warwick Farm,2059,36,97707039,43106,47454,3.82,1.66,0.43,0.21,0.389,4.9,15.4,25.4,25,30.2,29.3,15.5
128011529,Gymea - Grays Point,10921,44,763853894,52871,69944,5.06,1.95,0.39,0.17,0.476,7.9,21.4,32.9,22,22.9,23.1,32.1
128011530,Miranda - Yowie Bay,10890,43,712487668,50319,65426,4.74,1.86,0.39,0.18,0.472,9.7,22.4,33.3,22.8,23.9,25.1,28.2
128011531,Sylvania - Taren Point,9578,48,646090331,47383,67456,5.33,2.03,0.38,0.16,0.511,9.8,25.1,36.8,25.3,24.1,22.6,28
128011602,Caringbah,6937,41,430318911,52754,62032,4.12,1.73,0.42,0.2,0.421,6.9,18,28.3,20.4,24,27.3,28.4
128011603,Caringbah South,7722,47,597233647,52088,77342,5.67,2.09,0.37,0.17,0.525,10.6,26,38,23.6,22.4,20.6,33.4
128011604,Cronulla - Kurnell - Bundeena,15711,43,1145851971,55083,72933,4.32,1.8,0.42,0.21,0.479,10.5,24.2,35.1,19.7,22.8,25.6,31.8
128011605,Lilli Pilli - Port Hacking - Dolans Bay,2187,47,209144600,57429,95631,6.66,2.33,0.35,0.16,0.568,12.4,30.4,42.6,22.5,19.8,19.8,37.9
128011606,Woolaware - Burraneer,5131,46,507162118,56652,98843,5.69,2.09,0.37,0.18,0.589,20.6,35.6,46.5,21.7,20.7,21.1,36.5
128021533,Heathcote - Waterfall,3885,44,228573637,49791,58835,4.72,1.85,0.39,0.16,0.428,4.9,16.8,27.5,23,23.9,25.4,27.7
128021534,Illawong - Alfords Point,7194,47,496628091,51600,69034,4.9,1.97,0.4,0.2,0.474,8,21.6,33.1,21.8,23.7,23.2,31.2
128021535,Menai - Lucas Heights - Woronora,13604,45,920210858,54420,67643,4.64,1.83,0.39,0.2,0.447,6.8,19.4,30.6,20.9,22.6,24.3,32.1
128021536,Oyster Bay - Como - Jannali,12991,44,938832544,55391,72268,5.11,1.92,0.38,0.17,0.476,8,21.4,32.8,21.7,21.9,22.3,34.1
128021537,Royal National Park,,,,,,,,,,,,,,,,,
128021538,Sutherland - Kirrawee,12226,41,742126070,53378,60701,4.35,1.73,0.4,0.18,0.417,5.2,16.6,27.2,21.4,22.6,27.7,28.2
128021607,Engadine,10029,43,605853864,52667,60410,4.49,1.77,0.39,0.18,0.411,5.1,16.1,26.5,21.6,22.8,26.2,29.3
128021608,Loftus - Yarrawarrah,4636,44,295850559,51243,63816,4.82,1.9,0.39,0.19,0.447,7,18.9,29.8,22,23.8,24.2,30
128021609,Woronora Heights,2504,45,175604932,54935,70130,4.69,1.93,0.41,0.2,0.449,6.3,18.8,30.2,19.8,22.9,23.8,33.5
197979799,Migratory - Offshore - Shipping (NSW),,,,,,,,,,,,,,,,,
199999499,No usual address (NSW),,,,,,,,,,,,,,,,,
201011001,Alfredton,6225,42,350925666,48532,56374,4.31,1.75,0.41,0.19,0.425,6,17.8,28.3,23,25.4,27.7,24
201011002,Ballarat,7289,45,489942604,47894,67217,5.22,1.94,0.37,0.15,0.519,11.2,26.5,37.9,25.5,23.6,23,27.9
201011003,Ballarat - North,12503,43,662871477,44494,53017,4.67,1.79,0.38,0.16,0.448,6.8,19,29.7,26,26.8,26.5,20.7
201011004,Ballarat - South,11347,40,515987258,40846,45473,4.16,1.67,0.4,0.18,0.403,5.1,15.9,26.2,27,31.2,28.4,13.4
201011005,Buninyong,3966,45,230071502,46972,58011,5.04,1.85,0.37,0.14,0.46,7.9,20,30.6,25.9,23.9,24.3,25.9
201011006,Delacombe,3690,41,178432642,43571,48356,3.89,1.68,0.43,0.2,0.396,4.7,15.5,25.8,24.5,29.7,29.5,16.3
201011007,Smythes Creek,2370,45,119207712,44718,50299,4.12,1.71,0.41,0.19,0.409,4.5,15.3,25.9,24.8,26.6,29,19.6
201011008,Wendouree - Miners Rest,6832,42,311252484,41631,45558,4.35,1.65,0.38,0.16,0.412,5.4,16.2,26.5,27.3,30,29.1,13.6
201021009,Bacchus Marsh Region,3251,46,176100489,45849,54168,4.48,1.79,0.4,0.17,0.439,5.6,17.5,28.7,25,26,27.1,21.9
201021010,Creswick - Clunes,3996,48,183674914,38403,45965,5.31,1.82,0.34,0.12,0.461,7.4,19.2,30,30.5,29.1,24.5,15.9
201021011,Daylesford,4931,50,226732332,35251,45981,5.68,1.97,0.35,0.12,0.506,8.3,22,33.8,33.9,29,21.4,15.7
201021012,Gordon (Vic.),3231,47,170304545,44406,52710,4.81,1.83,0.38,0.15,0.444,5.5,17.5,28.5,26,26.6,25.2,22.2
201031013,Avoca,1662,50,66072540,32779,39755,7.34,1.88,0.26,0.05,0.521,9,21.5,32.8,36.3,29.8,22.7,11.1
201031014,Beaufort,2013,50,84398395,36933,41927,6.19,1.81,0.29,0.08,0.483,6.2,17.8,29.2,33.7,28.2,24.7,13.3
201031015,Golden Plains - North,2212,46,101211592,40423,45756,4.62,1.73,0.37,0.18,0.419,4.9,15.9,26.6,28.1,29.6,27.3,15
201031016,Maryborough (Vic.),3322,47,134395553,37368,40456,4.58,1.62,0.35,0.14,0.419,5.5,16.5,26.9,31,32.6,27,9.4
201031017,Maryborough Region,2420,49,93148561,33075,38491,6.13,1.79,0.29,0.08,0.486,6.5,18.9,30.2,37.3,29.7,22.7,10.2
202011018,Bendigo,7599,42,398983962,42773,52505,4.57,1.76,0.38,0.17,0.46,8.9,22,32.4,26.8,28.8,26.5,17.8
202011019,California Gully - Eaglehawk,5528,42,241245084,40415,43641,4.22,1.64,0.39,0.17,0.399,4.9,15.3,25.6,27.7,32.1,28.1,12.1
202011020,East Bendigo - Kennington,7781,47,420355497,42741,54023,5.69,1.89,0.33,0.14,0.476,7.4,20.9,32.3,29.5,24.9,24,21.7
202011021,Flora Hill - Spring Gully,4847,42,248777938,43213,51326,4.76,1.8,0.38,0.16,0.442,7.1,18.7,29.3,27.6,26.7,26.3,19.3
202011022,Kangaroo Flat - Golden Square,10026,42,465403788,41918,46420,4.18,1.66,0.4,0.16,0.407,5.2,16.3,26.6,26.2,30.7,28.8,14.3
202011023,Maiden Gully,2954,43,160248893,47887,54248,4.26,1.7,0.4,0.2,0.407,4.9,16.1,26.6,23.3,25.7,28.5,22.5
202011024,Strathfieldsaye,5041,44,309496847,50091,61396,4.78,1.81,0.38,0.16,0.457,8.6,20.5,31.2,23.8,23.1,26.3,26.8
202011025,White Hills - Ascot,6199,39,311549161,45654,50258,4.03,1.65,0.41,0.2,0.392,4.8,15.5,25.5,23.8,27.7,30.8,17.7
202021026,Bendigo Region - South,3978,46,215543903,44661,54184,4.82,1.8,0.37,0.15,0.459,7.1,19.8,30.8,26.5,26.2,25.7,21.5
202021027,Castlemaine,5301,49,241174022,38153,45496,5.66,1.86,0.33,0.13,0.458,5.9,18.4,29.3,31.7,27.3,25.2,15.7
202021028,Castlemaine Region,4590,51,201158823,36108,43825,5.97,1.93,0.32,0.13,0.483,6.3,19.1,30.6,34,27.4,23.3,15.3
202021029,Heathcote,2044,50,90259528,36787,44158,6.4,1.87,0.29,0.09,0.482,7,19.7,30.8,34,27.3,24,14.8
202021030,Kyneton,5456,46,282033084,41321,51692,5.25,1.89,0.36,0.15,0.472,7,20,31.3,28.4,27.5,23.8,20.3
202021031,Woodend,3893,47,246662846,47853,63361,5.58,2,0.36,0.15,0.487,7.5,21.1,32.9,25.5,23.4,22,29
202031032,Bendigo Region - North,2306,48,113853590,41869,49373,4.56,1.84,0.4,0.16,0.453,5.5,18,29.1,26.9,28.8,25.3,19
202031033,Loddon,3550,51,143669766,34289,40470,6.67,1.88,0.28,0.08,0.515,6.9,19.9,31.7,36,29.1,21.8,13.1
203011034,Bannockburn,3477,42,194438730,47793,55921,4.62,1.76,0.38,0.16,0.437,6,18.1,28.7,24.2,24.7,27,24.1
