Measure,Year,SA3_MAIN11,SA2_NAME11,Estimates_resident_population
Estimated Resident Population,1994,21301,Brimbank,140103
Estimated Resident Population,1995,21301,Brimbank,142403
Estimated Resident Population,1996,21301,Brimbank,145046
Estimated Resident Population,1997,21301,Brimbank,147496
Estimated Resident Population,1998,21301,Brimbank,150951
Estimated Resident Population,1999,21301,Brimbank,153768
Estimated Resident Population,2000,21301,Brimbank,155757
Estimated Resident Population,2001,21301,Brimbank,157872
Estimated Resident Population,2002,21301,Brimbank,159242
Estimated Resident Population,2003,21301,Brimbank,160274
Estimated Resident Population,2004,21301,Brimbank,161873
Estimated Resident Population,2005,21301,Brimbank,163749
Estimated Resident Population,2006,21301,Brimbank,165294
Estimated Resident Population,2007,21301,Brimbank,168168
Estimated Resident Population,2008,21301,Brimbank,171761
Estimated Resident Population,2009,21301,Brimbank,176630
Estimated Resident Population,2010,21301,Brimbank,180217
Estimated Resident Population,2011,21301,Brimbank,182862
Estimated Resident Population,2012,21301,Brimbank,185403
Estimated Resident Population,2013,21301,Brimbank,187988
Estimated Resident Population,2014,21301,Brimbank,190622
Estimated Resident Population,2015,21301,Brimbank,193387
Estimated Resident Population,2016,21301,Brimbank,196858
Estimated Resident Population,1991,21302,Hobsons Bay,69110
Estimated Resident Population,1992,21302,Hobsons Bay,69378
Estimated Resident Population,1993,21302,Hobsons Bay,69876
Estimated Resident Population,1994,21302,Hobsons Bay,70489
Estimated Resident Population,1995,21302,Hobsons Bay,71254
Estimated Resident Population,1996,21302,Hobsons Bay,72555
Estimated Resident Population,1997,21302,Hobsons Bay,73674
Estimated Resident Population,1998,21302,Hobsons Bay,75203
Estimated Resident Population,1999,21302,Hobsons Bay,76443
Estimated Resident Population,2000,21302,Hobsons Bay,77429
Estimated Resident Population,2001,21302,Hobsons Bay,78274
Estimated Resident Population,2002,21302,Hobsons Bay,78687
Estimated Resident Population,2003,21302,Hobsons Bay,78857
Estimated Resident Population,2004,21302,Hobsons Bay,78632
Estimated Resident Population,2005,21302,Hobsons Bay,78972
Estimated Resident Population,2006,21302,Hobsons Bay,79493
Estimated Resident Population,2007,21302,Hobsons Bay,80488
Estimated Resident Population,2008,21302,Hobsons Bay,81254
Estimated Resident Population,2009,21302,Hobsons Bay,82291
Estimated Resident Population,2010,21302,Hobsons Bay,82640
Estimated Resident Population,2011,21302,Hobsons Bay,82754
Estimated Resident Population,2012,21302,Hobsons Bay,83531
Estimated Resident Population,2013,21302,Hobsons Bay,84387
Estimated Resident Population,2014,21302,Hobsons Bay,85568
Estimated Resident Population,2015,21302,Hobsons Bay,86832
Estimated Resident Population,2016,21302,Hobsons Bay,88342
Estimated Resident Population,1991,21303,Maribyrnong,62593
Estimated Resident Population,1992,21303,Maribyrnong,62591
Estimated Resident Population,1993,21303,Maribyrnong,61802
Estimated Resident Population,1994,21303,Maribyrnong,61209
Estimated Resident Population,1995,21303,Maribyrnong,60851
Estimated Resident Population,1996,21303,Maribyrnong,60905
Estimated Resident Population,1997,21303,Maribyrnong,60946
Estimated Resident Population,1998,21303,Maribyrnong,60603
Estimated Resident Population,1999,21303,Maribyrnong,60438
Estimated Resident Population,2000,21303,Maribyrnong,60711
Estimated Resident Population,2001,21303,Maribyrnong,60848
Estimated Resident Population,2002,21303,Maribyrnong,61557
Estimated Resident Population,2003,21303,Maribyrnong,62516
Estimated Resident Population,2004,21303,Maribyrnong,63168
Estimated Resident Population,2005,21303,Maribyrnong,64137
Estimated Resident Population,2006,21303,Maribyrnong,65518
Estimated Resident Population,2007,21303,Maribyrnong,67666
Estimated Resident Population,2008,21303,Maribyrnong,69902
Estimated Resident Population,2009,21303,Maribyrnong,71872
Estimated Resident Population,2010,21303,Maribyrnong,73613
Estimated Resident Population,2011,21303,Maribyrnong,75154
Estimated Resident Population,2012,21303,Maribyrnong,77281
Estimated Resident Population,2013,21303,Maribyrnong,79959
Estimated Resident Population,2014,21303,Maribyrnong,82761
Estimated Resident Population,2015,21303,Maribyrnong,85194
Estimated Resident Population,2016,21303,Maribyrnong,87355
Estimated Resident Population,1991,21304,Melton - Bacchus Marsh,45538
Estimated Resident Population,1992,21304,Melton - Bacchus Marsh,46694
Estimated Resident Population,1993,21304,Melton - Bacchus Marsh,47631
Estimated Resident Population,1994,21304,Melton - Bacchus Marsh,48734
Estimated Resident Population,1995,21304,Melton - Bacchus Marsh,49905
Estimated Resident Population,1996,21304,Melton - Bacchus Marsh,51294
Estimated Resident Population,1997,21304,Melton - Bacchus Marsh,52585
Estimated Resident Population,1998,21304,Melton - Bacchus Marsh,54180
Estimated Resident Population,1999,21304,Melton - Bacchus Marsh,56975
Estimated Resident Population,2000,21304,Melton - Bacchus Marsh,60683
Estimated Resident Population,2001,21304,Melton - Bacchus Marsh,65112
Estimated Resident Population,2002,21304,Melton - Bacchus Marsh,69984
Estimated Resident Population,2003,21304,Melton - Bacchus Marsh,75774
Estimated Resident Population,2004,21304,Melton - Bacchus Marsh,81195
Estimated Resident Population,2005,21304,Melton - Bacchus Marsh,87686
Estimated Resident Population,2006,21304,Melton - Bacchus Marsh,94263
Estimated Resident Population,2007,21304,Melton - Bacchus Marsh,100671
Estimated Resident Population,2008,21304,Melton - Bacchus Marsh,107203
Estimated Resident Population,2009,21304,Melton - Bacchus Marsh,114803
Estimated Resident Population,2010,21304,Melton - Bacchus Marsh,122301
Estimated Resident Population,2011,21304,Melton - Bacchus Marsh,128226
Estimated Resident Population,2012,21304,Melton - Bacchus Marsh,134568
Estimated Resident Population,2013,21304,Melton - Bacchus Marsh,141062
Estimated Resident Population,2014,21304,Melton - Bacchus Marsh,147014
Estimated Resident Population,2015,21304,Melton - Bacchus Marsh,153233
Estimated Resident Population,2016,21304,Melton - Bacchus Marsh,160293
Estimated Resident Population,1991,21305,Wyndham,69085
Estimated Resident Population,1992,21305,Wyndham,71822
Estimated Resident Population,1993,21305,Wyndham,74320
Estimated Resident Population,1994,21305,Wyndham,76105
Estimated Resident Population,1995,21305,Wyndham,78228
Estimated Resident Population,1996,21305,Wyndham,80406
Estimated Resident Population,1997,21305,Wyndham,82319
Estimated Resident Population,1998,21305,Wyndham,84082
Estimated Resident Population,1999,21305,Wyndham,86247
Estimated Resident Population,2000,21305,Wyndham,88560
Estimated Resident Population,2001,21305,Wyndham,91184
Estimated Resident Population,2002,21305,Wyndham,94770
Estimated Resident Population,2003,21305,Wyndham,100026
Estimated Resident Population,2004,21305,Wyndham,105825
Estimated Resident Population,2005,21305,Wyndham,112813
Estimated Resident Population,2006,21305,Wyndham,119574
Estimated Resident Population,2007,21305,Wyndham,128109
Estimated Resident Population,2008,21305,Wyndham,137322
Estimated Resident Population,2009,21305,Wyndham,147881
Estimated Resident Population,2010,21305,Wyndham,159803
Estimated Resident Population,2011,21305,Wyndham,171340
Estimated Resident Population,2012,21305,Wyndham,184195
Estimated Resident Population,2013,21305,Wyndham,195437
Estimated Resident Population,2014,21305,Wyndham,207127
Estimated Resident Population,2015,21305,Wyndham,219764
Estimated Resident Population,2016,21305,Wyndham,233138
Estimated Resident Population,1991,21401,Frankston,104536
Estimated Resident Population,1992,21401,Frankston,106071
Estimated Resident Population,1993,21401,Frankston,106664
Estimated Resident Population,1994,21401,Frankston,106910
Estimated Resident Population,1995,21401,Frankston,107542
Estimated Resident Population,1996,21401,Frankston,108435
Estimated Resident Population,1997,21401,Frankston,109142
Estimated Resident Population,1998,21401,Frankston,109475
Estimated Resident Population,1999,21401,Frankston,110351
Estimated Resident Population,2000,21401,Frankston,111757
Estimated Resident Population,2001,21401,Frankston,113306
Estimated Resident Population,2002,21401,Frankston,114262
Estimated Resident Population,2003,21401,Frankston,115483
Estimated Resident Population,2004,21401,Frankston,117124
Estimated Resident Population,2005,21401,Frankston,118530
Estimated Resident Population,2006,21401,Frankston,120148
Estimated Resident Population,2007,21401,Frankston,122182
Estimated Resident Population,2008,21401,Frankston,124689
Estimated Resident Population,2009,21401,Frankston,127252
Estimated Resident Population,2010,21401,Frankston,129052
Estimated Resident Population,2011,21401,Frankston,130350
Estimated Resident Population,2012,21401,Frankston,132226
Estimated Resident Population,2013,21401,Frankston,134376
Estimated Resident Population,2014,21401,Frankston,136270
Estimated Resident Population,2015,21401,Frankston,137932
Estimated Resident Population,2016,21401,Frankston,139511
Estimated Resident Population,1991,21402,Mornington Peninsula,110402
Estimated Resident Population,1992,21402,Mornington Peninsula,111903
Estimated Resident Population,1993,21402,Mornington Peninsula,112785
Estimated Resident Population,1994,21402,Mornington Peninsula,113830
Estimated Resident Population,1995,21402,Mornington Peninsula,115189
Estimated Resident Population,1996,21402,Mornington Peninsula,116984
Estimated Resident Population,1997,21402,Mornington Peninsula,119249
Estimated Resident Population,1998,21402,Mornington Peninsula,121667
Estimated Resident Population,1999,21402,Mornington Peninsula,124583
Estimated Resident Population,2000,21402,Mornington Peninsula,127989
Estimated Resident Population,2001,21402,Mornington Peninsula,131574
Estimated Resident Population,2002,21402,Mornington Peninsula,133997
Estimated Resident Population,2003,21402,Mornington Peninsula,135620
Estimated Resident Population,2004,21402,Mornington Peninsula,136674
Estimated Resident Population,2005,21402,Mornington Peninsula,137759
Estimated Resident Population,2006,21402,Mornington Peninsula,139317
Estimated Resident Population,2007,21402,Mornington Peninsula,141740
Estimated Resident Population,2008,21402,Mornington Peninsula,144403
Estimated Resident Population,2009,21402,Mornington Peninsula,147002
Estimated Resident Population,2010,21402,Mornington Peninsula,148542
Estimated Resident Population,2011,21402,Mornington Peninsula,149271
Estimated Resident Population,2012,21402,Mornington Peninsula,151600
Estimated Resident Population,2013,21402,Mornington Peninsula,153760
Estimated Resident Population,2014,21402,Mornington Peninsula,156194
Estimated Resident Population,2015,21402,Mornington Peninsula,158454
Estimated Resident Population,2016,21402,Mornington Peninsula,160862
Estimated Resident Population,1991,21501,Grampians,66761
Estimated Resident Population,1992,21501,Grampians,66603
Estimated Resident Population,1993,21501,Grampians,65913
Estimated Resident Population,1994,21501,Grampians,65166
Estimated Resident Population,1995,21501,Grampians,64388
Estimated Resident Population,1996,21501,Grampians,63784
Estimated Resident Population,1997,21501,Grampians,63336
Estimated Resident Population,1998,21501,Grampians,62991
Estimated Resident Population,1999,21501,Grampians,62765
Estimated Resident Population,2000,21501,Grampians,62352
Estimated Resident Population,2001,21501,Grampians,61983
Estimated Resident Population,2002,21501,Grampians,61740
Estimated Resident Population,2003,21501,Grampians,61301
Estimated Resident Population,2004,21501,Grampians,60892
Estimated Resident Population,2005,21501,Grampians,60586
Estimated Resident Population,2006,21501,Grampians,60351
Estimated Resident Population,2007,21501,Grampians,60212
Estimated Resident Population,2008,21501,Grampians,60182
Estimated Resident Population,2009,21501,Grampians,60372
Estimated Resident Population,2010,21501,Grampians,60298
Estimated Resident Population,2011,21501,Grampians,60029
Estimated Resident Population,2012,21501,Grampians,59959
Estimated Resident Population,2013,21501,Grampians,59848
Estimated Resident Population,2014,21501,Grampians,59665
Estimated Resident Population,2015,21501,Grampians,59451
Estimated Resident Population,2016,21501,Grampians,59330
Estimated Resident Population,1991,21502,Mildura,44532
Estimated Resident Population,1992,21502,Mildura,44965
Estimated Resident Population,1993,21502,Mildura,45030
Estimated Resident Population,1994,21502,Mildura,45253
Estimated Resident Population,1995,21502,Mildura,45395
Estimated Resident Population,1996,21502,Mildura,45731
Estimated Resident Population,1997,21502,Mildura,46253
Estimated Resident Population,1998,21502,Mildura,46915
Estimated Resident Population,1999,21502,Mildura,47561
Estimated Resident Population,2000,21502,Mildura,48206
Estimated Resident Population,2001,21502,Mildura,48865
Estimated Resident Population,2002,21502,Mildura,49405
Estimated Resident Population,2003,21502,Mildura,49534
Estimated Resident Population,2004,21502,Mildura,49677
Estimated Resident Population,2005,21502,Mildura,49981
Estimated Resident Population,2006,21502,Mildura,50540
Estimated Resident Population,2007,21502,Mildura,50855
Estimated Resident Population,2008,21502,Mildura,51140
Estimated Resident Population,2009,21502,Mildura,51373
Estimated Resident Population,2010,21502,Mildura,51625
Estimated Resident Population,2011,21502,Mildura,51822
Estimated Resident Population,2012,21502,Mildura,52469
Estimated Resident Population,2013,21502,Mildura,53128
Estimated Resident Population,2014,21502,Mildura,53712
Estimated Resident Population,2015,21502,Mildura,54134
Estimated Resident Population,2016,21502,Mildura,54564
Estimated Resident Population,1991,21503,Murray River - Swan Hill,43299
Estimated Resident Population,1992,21503,Murray River - Swan Hill,43252
Estimated Resident Population,1993,21503,Murray River - Swan Hill,42863
Estimated Resident Population,1994,21503,Murray River - Swan Hill,42402
Estimated Resident Population,1995,21503,Murray River - Swan Hill,41755
Estimated Resident Population,1996,21503,Murray River - Swan Hill,41288
Estimated Resident Population,1997,21503,Murray River - Swan Hill,40981
Estimated Resident Population,1998,21503,Murray River - Swan Hill,40681
Estimated Resident Population,1999,21503,Murray River - Swan Hill,40336
Estimated Resident Population,2000,21503,Murray River - Swan Hill,40089
Estimated Resident Population,2001,21503,Murray River - Swan Hill,40118
Estimated Resident Population,2002,21503,Murray River - Swan Hill,40019
Estimated Resident Population,2003,21503,Murray River - Swan Hill,39827
Estimated Resident Population,2004,21503,Murray River - Swan Hill,39575
Estimated Resident Population,2005,21503,Murray River - Swan Hill,39427
Estimated Resident Population,2006,21503,Murray River - Swan Hill,39320
Estimated Resident Population,2007,21503,Murray River - Swan Hill,39040
Estimated Resident Population,2008,21503,Murray River - Swan Hill,38817
Estimated Resident Population,2009,21503,Murray River - Swan Hill,38717
Estimated Resident Population,2010,21503,Murray River - Swan Hill,38296
Estimated Resident Population,2011,21503,Murray River - Swan Hill,37783
Estimated Resident Population,2012,21503,Murray River - Swan Hill,37901
Estimated Resident Population,2013,21503,Murray River - Swan Hill,37903
Estimated Resident Population,2014,21503,Murray River - Swan Hill,37803
Estimated Resident Population,2015,21503,Murray River - Swan Hill,37731
Estimated Resident Population,2016,21503,Murray River - Swan Hill,37697
Estimated Resident Population,1991,21601,Campaspe,33986
Estimated Resident Population,1992,21601,Campaspe,34305
Estimated Resident Population,1993,21601,Campaspe,34405
Estimated Resident Population,1994,21601,Campaspe,34554
Estimated Resident Population,1995,21601,Campaspe,34770
Estimated Resident Population,1996,21601,Campaspe,34885
Estimated Resident Population,1997,21601,Campaspe,35073
Estimated Resident Population,1998,21601,Campaspe,35292
Estimated Resident Population,1999,21601,Campaspe,35547
Estimated Resident Population,2000,21601,Campaspe,35752
Estimated Resident Population,2001,21601,Campaspe,36030
Estimated Resident Population,2002,21601,Campaspe,36237
Estimated Resident Population,2003,21601,Campaspe,36377
Estimated Resident Population,2004,21601,Campaspe,36377
Estimated Resident Population,2005,21601,Campaspe,36732
Estimated Resident Population,2006,21601,Campaspe,36899
Estimated Resident Population,2007,21601,Campaspe,36965
Estimated Resident Population,2008,21601,Campaspe,37064
Estimated Resident Population,2009,21601,Campaspe,37133
Estimated Resident Population,2010,21601,Campaspe,37140
Estimated Resident Population,2011,21601,Campaspe,37057
Estimated Resident Population,2012,21601,Campaspe,37180
Estimated Resident Population,2013,21601,Campaspe,37316
Estimated Resident Population,2014,21601,Campaspe,37418
Estimated Resident Population,2015,21601,Campaspe,37489
Estimated Resident Population,2016,21601,Campaspe,37582
Estimated Resident Population,1991,21602,Moira,25095
Estimated Resident Population,1992,21602,Moira,25360
Estimated Resident Population,1993,21602,Moira,25319
Estimated Resident Population,1994,21602,Moira,25430
Estimated Resident Population,1995,21602,Moira,25538
Estimated Resident Population,1996,21602,Moira,25822
Estimated Resident Population,1997,21602,Moira,25895
Estimated Resident Population,1998,21602,Moira,26009
Estimated Resident Population,1999,21602,Moira,26120
Estimated Resident Population,2000,21602,Moira,26260
Estimated Resident Population,2001,21602,Moira,26404
Estimated Resident Population,2002,21602,Moira,26437
Estimated Resident Population,2003,21602,Moira,26583
Estimated Resident Population,2004,21602,Moira,26684
Estimated Resident Population,2005,21602,Moira,26969
Estimated Resident Population,2006,21602,Moira,27477
Estimated Resident Population,2007,21602,Moira,27703
Estimated Resident Population,2008,21602,Moira,27968
Estimated Resident Population,2009,21602,Moira,28140
Estimated Resident Population,2010,21602,Moira,28331
Estimated Resident Population,2011,21602,Moira,28406
Estimated Resident Population,2012,21602,Moira,28645
Estimated Resident Population,2013,21602,Moira,28836
Estimated Resident Population,2014,21602,Moira,29012
Estimated Resident Population,2015,21602,Moira,29174
Estimated Resident Population,2016,21602,Moira,29306
Estimated Resident Population,1991,21603,Shepparton,51866
Estimated Resident Population,1992,21603,Shepparton,52444
Estimated Resident Population,1993,21603,Shepparton,52801
Estimated Resident Population,1994,21603,Shepparton,53203
Estimated Resident Population,1995,21603,Shepparton,53610
Estimated Resident Population,1996,21603,Shepparton,53845
Estimated Resident Population,1997,21603,Shepparton,54218
Estimated Resident Population,1998,21603,Shepparton,54685
Estimated Resident Population,1999,21603,Shepparton,55219
Estimated Resident Population,2000,21603,Shepparton,56269
Estimated Resident Population,2001,21603,Shepparton,57005
Estimated Resident Population,2002,21603,Shepparton,57441
Estimated Resident Population,2003,21603,Shepparton,57803
Estimated Resident Population,2004,21603,Shepparton,57686
Estimated Resident Population,2005,21603,Shepparton,57624
Estimated Resident Population,2006,21603,Shepparton,57958
Estimated Resident Population,2007,21603,Shepparton,58535
Estimated Resident Population,2008,21603,Shepparton,59308
Estimated Resident Population,2009,21603,Shepparton,60289
Estimated Resident Population,2010,21603,Shepparton,61062
Estimated Resident Population,2011,21603,Shepparton,61539
Estimated Resident Population,2012,21603,Shepparton,62379
Estimated Resident Population,2013,21603,Shepparton,63060
Estimated Resident Population,2014,21603,Shepparton,63767
Estimated Resident Population,2015,21603,Shepparton,64363
Estimated Resident Population,2016,21603,Shepparton,64888
Estimated Resident Population,1991,21701,Glenelg - Southern Grampians,40656
Estimated Resident Population,1992,21701,Glenelg - Southern Grampians,40360
Estimated Resident Population,1993,21701,Glenelg - Southern Grampians,39691
Estimated Resident Population,1994,21701,Glenelg - Southern Grampians,39079
Estimated Resident Population,1995,21701,Glenelg - Southern Grampians,38601
Estimated Resident Population,1996,21701,Glenelg - Southern Grampians,38344
Estimated Resident Population,1997,21701,Glenelg - Southern Grampians,38174
Estimated Resident Population,1998,21701,Glenelg - Southern Grampians,37894
Estimated Resident Population,1999,21701,Glenelg - Southern Grampians,37589
Estimated Resident Population,2000,21701,Glenelg - Southern Grampians,37278
Estimated Resident Population,2001,21701,Glenelg - Southern Grampians,37043
Estimated Resident Population,2002,21701,Glenelg - Southern Grampians,37025
Estimated Resident Population,2003,21701,Glenelg - Southern Grampians,37016
Estimated Resident Population,2004,21701,Glenelg - Southern Grampians,36969
Estimated Resident Population,2005,21701,Glenelg - Southern Grampians,37031
Estimated Resident Population,2006,21701,Glenelg - Southern Grampians,37019
Estimated Resident Population,2007,21701,Glenelg - Southern Grampians,37025
Estimated Resident Population,2008,21701,Glenelg - Southern Grampians,37031
Estimated Resident Population,2009,21701,Glenelg - Southern Grampians,36965
Estimated Resident Population,2010,21701,Glenelg - Southern Grampians,36763
Estimated Resident Population,2011,21701,Glenelg - Southern Grampians,36478
Estimated Resident Population,2012,21701,Glenelg - Southern Grampians,36338
Estimated Resident Population,2013,21701,Glenelg - Southern Grampians,36185
Estimated Resident Population,2014,21701,Glenelg - Southern Grampians,36040
Estimated Resident Population,2015,21701,Glenelg - Southern Grampians,35912
Estimated Resident Population,2016,21701,Glenelg - Southern Grampians,35855
Estimated Resident Population,1991,21702,Warrnambool - Otway Ranges,82765
Estimated Resident Population,1992,21702,Warrnambool - Otway Ranges,83026
Estimated Resident Population,1993,21702,Warrnambool - Otway Ranges,82622
Estimated Resident Population,1994,21702,Warrnambool - Otway Ranges,82071
Estimated Resident Population,1995,21702,Warrnambool - Otway Ranges,81850
Estimated Resident Population,1996,21702,Warrnambool - Otway Ranges,82024
Estimated Resident Population,1997,21702,Warrnambool - Otway Ranges,81960
Estimated Resident Population,1998,21702,Warrnambool - Otway Ranges,82011
Estimated Resident Population,1999,21702,Warrnambool - Otway Ranges,82217
Estimated Resident Population,2000,21702,Warrnambool - Otway Ranges,82395
Estimated Resident Population,2001,21702,Warrnambool - Otway Ranges,82624
Estimated Resident Population,2002,21702,Warrnambool - Otway Ranges,83065
Estimated Resident Population,2003,21702,Warrnambool - Otway Ranges,83314
Estimated Resident Population,2004,21702,Warrnambool - Otway Ranges,83495
Estimated Resident Population,2005,21702,Warrnambool - Otway Ranges,83697
Estimated Resident Population,2006,21702,Warrnambool - Otway Ranges,84039
Estimated Resident Population,2007,21702,Warrnambool - Otway Ranges,84430
Estimated Resident Population,2008,21702,Warrnambool - Otway Ranges,84835
Estimated Resident Population,2009,21702,Warrnambool - Otway Ranges,85341
Estimated Resident Population,2010,21702,Warrnambool - Otway Ranges,85774
Estimated Resident Population,2011,21702,Warrnambool - Otway Ranges,86121
Estimated Resident Population,2012,21702,Warrnambool - Otway Ranges,86688
Estimated Resident Population,2013,21702,Warrnambool - Otway Ranges,87213
Estimated Resident Population,2014,21702,Warrnambool - Otway Ranges,87635
Estimated Resident Population,2015,21702,Warrnambool - Otway Ranges,88023
Estimated Resident Population,2016,21702,Warrnambool - Otway Ranges,88392
Estimated Resident Population,1991,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1992,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1993,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1994,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1995,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1996,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1997,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1998,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1999,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2000,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2001,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2002,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2003,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2004,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2005,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2006,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2007,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2008,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2009,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2010,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2011,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2012,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2013,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2014,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2015,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,2016,29797,Migratory - Offshore - Shipping (Vic.),0
Estimated Resident Population,1991,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1992,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1993,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1994,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1995,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1996,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1997,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1998,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1999,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2000,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2001,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2002,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2003,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2004,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2005,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2006,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2007,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2008,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2009,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2010,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2011,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2012,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2013,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2014,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2015,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,2016,29999,Special Purpose Codes SA3 (Vic.),0
Estimated Resident Population,1991,30101,Capalaba,51976
Estimated Resident Population,1992,30101,Capalaba,53969
Estimated Resident Population,1993,30101,Capalaba,55752
Estimated Resident Population,1994,30101,Capalaba,57704
Estimated Resident Population,1995,30101,Capalaba,59524
Estimated Resident Population,1996,30101,Capalaba,61009
Estimated Resident Population,1997,30101,Capalaba,62146
Estimated Resident Population,1998,30101,Capalaba,62912
Estimated Resident Population,1999,30101,Capalaba,64079
Estimated Resident Population,2000,30101,Capalaba,65626
Estimated Resident Population,2001,30101,Capalaba,67254
Estimated Resident Population,2002,30101,Capalaba,68679
Estimated Resident Population,2003,30101,Capalaba,69707
Estimated Resident Population,2004,30101,Capalaba,70105
Estimated Resident Population,2005,30101,Capalaba,70404
Estimated Resident Population,2006,30101,Capalaba,70568
Estimated Resident Population,2007,30101,Capalaba,70868
Estimated Resident Population,2008,30101,Capalaba,71308
Estimated Resident Population,2009,30101,Capalaba,71849
Estimated Resident Population,2010,30101,Capalaba,72104
Estimated Resident Population,2011,30101,Capalaba,72612
Estimated Resident Population,2012,30101,Capalaba,73124
Estimated Resident Population,2013,30101,Capalaba,73463
Estimated Resident Population,2014,30101,Capalaba,73607
Estimated Resident Population,2015,30101,Capalaba,73982
Estimated Resident Population,2016,30101,Capalaba,74174
Estimated Resident Population,1991,30102,Cleveland - Stradbroke,36296
Estimated Resident Population,1992,30102,Cleveland - Stradbroke,38523
Estimated Resident Population,1993,30102,Cleveland - Stradbroke,40783
Estimated Resident Population,1994,30102,Cleveland - Stradbroke,42440
Estimated Resident Population,1995,30102,Cleveland - Stradbroke,44205
Estimated Resident Population,1996,30102,Cleveland - Stradbroke,46385
Estimated Resident Population,1997,30102,Cleveland - Stradbroke,48040
Estimated Resident Population,1998,30102,Cleveland - Stradbroke,49624
Estimated Resident Population,1999,30102,Cleveland - Stradbroke,51431
Estimated Resident Population,2000,30102,Cleveland - Stradbroke,53318
Estimated Resident Population,2001,30102,Cleveland - Stradbroke,55390
Estimated Resident Population,2002,30102,Cleveland - Stradbroke,57165
Estimated Resident Population,2003,30102,Cleveland - Stradbroke,60445
Estimated Resident Population,2004,30102,Cleveland - Stradbroke,63174
Estimated Resident Population,2005,30102,Cleveland - Stradbroke,65606
Estimated Resident Population,2006,30102,Cleveland - Stradbroke,67600
Estimated Resident Population,2007,30102,Cleveland - Stradbroke,70349
Estimated Resident Population,2008,30102,Cleveland - Stradbroke,73312
Estimated Resident Population,2009,30102,Cleveland - Stradbroke,76003
Estimated Resident Population,2010,30102,Cleveland - Stradbroke,77434
Estimated Resident Population,2011,30102,Cleveland - Stradbroke,79174
Estimated Resident Population,2012,30102,Cleveland - Stradbroke,80652
Estimated Resident Population,2013,30102,Cleveland - Stradbroke,81902
Estimated Resident Population,2014,30102,Cleveland - Stradbroke,83291
